시장코드,시장명,시장 유형,지번주소,도로명주소,시도,시군구,아케이드 보유 여부,엘리베이터_에스컬레이터_보유여부,고객지원센터 보유 여부,스프링쿨러 보유 여부,화재감지기 보유여부,유아놀이방_보유여부,종합콜센터_보유여부,고객휴게실_보유여부,수유센터_보유여부,물품보관함_보유여부,자전거보관함_보유여부,체육시설_보유여부,간이 도서관_보유여부,쇼핑카트_보유여부,외국인 안내센터_보유여부,고객동선통로_보유여부,방송센터_보유여부,문화교실_보유여부,공동물류창고_보유여부,시장전용 고객주차장_보유여부,교육장_보유여부,회의실_보유여부,자동심장충격기_보유여부
a51150007,학장반도보라상가,전통시장,부산광역시 사상구 수산시 사상구 학장동 573-1,부산광역시 사상구 수산시 사상구 대동로 98,부산,사상구,N,,Y,Y,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,Y,Y,Y,N
a51150014,영해종합시장,전통시장,부산광역시 사상구 학장동 570-2,부산광역시 사상구 학감대로 109-10,부산,사상구,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,N,Y,N,N,N
a51310001,기장시장,전통시장,부산광역시 기장군 기장읍 대라리 72-1,부산광역시 기장군 기장읍 원내로 104번길 16,부산,기장군,N,,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,Y,Y,Y,Y
a53010006,염매시장,전통시장,대구광역시 중구 계산동2가 252,대구광역시 중구 종로 11-9,대구,중구,Y,,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,Y,Y
a53010004,교동시장,전통시장,대구광역시 중구 교동 51-1,대구광역시 중구 교동길 40 (교동시장),대구,중구,Y,N,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y
a53010008,방천시장,전통시장,대구광역시 중구 대봉동 4-9,대구광역시 중구 달구벌대로450길16-3,대구,중구,Y,,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N
a53010003,서문시장건해산물상가,전통시장,대구광역시 중구 대신동 265-5,대구광역시 중구 큰장로 26안길5,대구,중구,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,Y,Y
a53010011,서문시장5지구,전통시장,대구광역시 중구 대신동115-400,대구광역시 중구 큰장로26길 6,대구,중구,Y,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,N,Y,Y
a53010012,동산상가,전통시장,대구광역시 중구 대신동 115-30,대구광역시 중구 큰장로26길 65,대구,중구,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,Y,Y,N,N,Y,Y,Y,Y
a53010013,서문시장 아진상가,전통시장,대구광역시 중구 큰장로 대신동 115-381,대구광역시 중구 큰장로 28길39,대구,중구,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,Y,Y
a53010018,서문시장 제1지구2층(포목시장),전통시장,대구광역시 중구 대신동 115-379 2층,대구광역시 중구 큰장로28길10 2층,대구,중구,Y,N,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y
a53010019,서문시장 제1지구1층(직물시장),전통시장,대구광역시 중구 대신동 115-379 1층,대구광역시 중구 큰장로28길10 1층,대구,중구,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y
a53010022,명품프라자상가,전통시장,대구광역시 중구 대신동 115-112,대구광역시 중구 큰장로 28길 27,대구,중구,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,N,Y,N,N,Y
a53010024,서문시장2지구종합상가,전통시장,대구광역시 중구 대신동 2105,대구광역시 중구 큰장로26길25,대구,중구,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,Y
a53010026,서문시장4지구종합대체상가(베네시움),전통시장,대구광역시 중구 동산동 562,대구광역시 중구 달성로 18,대구,중구,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,Y,Y,N,Y,Y,Y,Y,Y
a53010023,약령시장,전통시장,대구광역시 중구 남성로 52-2,대구광역시 중구 남성로 27-1,대구,중구,Y,N,Y,N,N,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y
a53010002,번개시장,전통시장,대구광역시 중구 태평로1가 1-152,대구광역시 중구 태평로 177-3,대구,중구,N,Y,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,N
a53010020,중앙시장,전통시장,대구광역시 중구 포정동 21-3,대구광역시 중구 경상감영길101,대구,중구,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
a53030005,새길시장,전통시장,대구광역시 서구 내당2 3동 968-7,대구광역시 서구 달서로 17-7,대구,서구,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
a53030007,서부시장,전통시장,대구광역시 서구 비산동 434-13,대구광역시 서구 달서로 26길 7-2,대구,서구,Y,,Y,N,Y,N,Y,Y,N,N,Y,N,N,N,N,Y,Y,N,Y,Y,Y,Y,Y
a53030009,원고개시장,전통시장,대구광역시 서구 비산동 566-2,대구광역시 서구 통학로46길 48,대구,서구,Y,,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,N
a53030011,원대신시장,전통시장,대구광역시 서구 원대동3가 1434-4,대구광역시 서구 달서로 54길 6,대구,서구,Y,,Y,N,Y,N,N,Y,N,N,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,N
a53030006,서구시장,전통시장,대구광역시 서구 평리3동 1085-1,대구광역시 서구 국채보상로45길 33,대구,서구,Y,,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
a53030002,대평리시장,전통시장,대구광역시 서구 평리동676-7,대구광역시 서구 문화로49길 25,대구,서구,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N
a53030008,신평리시장,전통시장,대구광역시 서구 평리동 1205,대구광역시 서구 국채보상로 52길 33,대구,서구,Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y
a53030014,중평시장,전통시장,대구광역시 서구 평리동 1437-5,대구광역시 서구 서대구로 17길16,대구,서구,Y,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N
a53020007,방촌시장,전통시장,대구광역시 동구 방촌동 1067-2,대구광역시 동구 동촌로46길 2,대구,동구,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,N,Y,Y,Y,Y
a53020009,불로전통시장,전통시장,대구광역시 동구 불로동 449-1,대구광역시 동구 반야월로1길 7,대구,동구,Y,,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N
a53020006,반야월종합시장,전통시장,대구광역시 동구 신기동 174-1,대구광역시 동구 율하동로 143,대구,동구,N,Y,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,Y,N,N,N
a53020019,목련시장,전통시장,대구광역시 동구 신기동 271-2,대구광역시 동구 반야월로30길 61-1,대구,동구,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
a53020005,동서시장,전통시장,대구광역시 동구 신암동 94-14,대구광역시 동구 아양로 37길51-1,대구,동구,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,Y,N
a53020014,평화시장,전통시장,대구광역시 동구 신암동 597-14,대구광역시 동구 아양로 9길 6-6,대구,동구,N,,Y,N,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,Y,N,Y,N
a53020004,동대구역전시장,전통시장,대구광역시 동구 신천동 278,대구광역시 동구 동부로 16길 18,대구,동구,Y,,N,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N
a53020011,송라시장,전통시장,대구광역시 동구 신천동 537-13,대구광역시 동구 동부로5길 10,대구,동구,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,N,Y,Y,Y,N
a53020002,공항시장,전통시장,대구광역시 동구 지저동 694-41,대구광역시 동구 해동로3길 6,대구,동구,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,N
a53020003,동구시장,전통시장,대구광역시 동구 효목동 533,대구광역시 동구 효목로 8동 구시장 A동,대구,동구,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,Y,Y,N
a53040010,봉덕신시장,전통시장,대구광역시 남구 대구 남구 봉덕동 955-8,대구광역시 남구 봉덕로 115,대구,남구,Y,,Y,N,Y,N,N,Y,N,N,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,N
a53040008,대명중앙시장,전통시장,대구광역시 남구 대명6동 1040-4,대구광역시 남구 대명로20길 56,대구,남구,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N
a53040001,관문상가시장,전통시장,대구광역시 남구 대명동 1135-4,대구광역시 남구 월배로 494,대구,남구,Y,,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,N
a53040002,관문시장,전통시장,대구광역시 남구 대명동 1160,대구광역시 남구 관문시장2길 43,대구,남구,Y,,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,N
a53040003,광덕시장,전통시장,대구광역시 남구 대명동 460-1,대구광역시 남구 자유6길50,대구,남구,Y,,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,Y,N
a53040004,남부시장,전통시장,대구광역시 남구 대명동 797-1,대구광역시 남구 현충로 19길43,대구,남구,Y,,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N
a53040007,대명시장,전통시장,대구광역시 남구 대명동 1395-56,대구광역시 남구 명덕로 60,대구,남구,Y,,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y
a53040012,성당시장,전통시장,대구광역시 남구 대명동 3023-23,대구광역시 남구 성당로 196,대구,남구,Y,,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,N
a53040015,영선신시장,전통시장,대구광역시 남구 대명동 2014-204,대구광역시 남구 중앙대로48길 36,대구,남구,N,,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,Y,Y,Y
a53040011,봉덕시장,전통시장,대구광역시 남구 봉덕동 961-39,대구광역시 남구 대봉로17길5-3,대구,남구,Y,,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,Y,N,N,N
a53040017,대명신시장,전통시장,대구광역시 남구 봉덕동 2282-2,대구광역시 남구 성당로60길 46,대구,남구,Y,,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N
a53040009,명덕시장,전통시장,대구광역시 남구 대명동 141-1,대구광역시 남구 대명로 57길 10-46,대구,남구,Y,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,N
a53050017,관음시장,전통시장,대구광역시 북구 관음동 1284,대구광역시 북구 관음중앙로 28길1,대구,북구,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
a53050020,구암시장,전통시장,대구광역시 북구 구암동693,대구광역시 북구 태암남로11길 18,대구,북구,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
a53050011,팔달시장,전통시장,대구광역시 북구 노원동2가 375,대구광역시 북구 팔달로 37길11,대구,북구,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
a53050012,팔달신시장,전통시장,대구광역시 북구 노원동3가 750,대구광역시 북구 팔달로33길59,대구,북구,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N
a53050006,동대구시장,전통시장,대구광역시 북구 대현동 390,대구광역시 북구 대현로20길 30,대구,북구,Y,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N
a53050019,동대구신시장,전통시장,대구광역시 북구 대현동 270-8,대구광역시 북구 대현로 100,대구,북구,N,,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,Y,N
a53050018,복현전통신시장,전통시장,대구광역시 북구 복현동 457-8,대구광역시 북구 경진로1길 68,대구,북구,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
a53050026,전기조명관,전통시장,대구광역시 북구 산격동 1666,대구광역시 북구 유통단지로 50,대구,북구,N,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N
a53050001,산격종합시장,전통시장,대구광역시 북구 산격동 1258,대구광역시 북구 대동로1길 34,대구,북구,N,,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,Y,Y,N
a53050023,산업용재관,전통시장,대구광역시 북구 산격동 1629,대구광역시 북구 유통단지3ㅂ로 16,대구,북구,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y
a53050024,섬유제품관,전통시장,대구광역시 북구 산격동 1667,대구광역시 북구 유통단지로 60,대구,북구,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,Y,Y,Y,N,Y,N,Y,Y
a53050025,전기재료관,전통시장,대구광역시 북구 산격동 1665,대구광역시 북구 유흥단지로 38,대구,북구,N,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N
a53050027,전자관,전통시장,대구광역시 북구 산격동 1621,대구광역시 북구 유통단지로 45,대구,북구,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y
a53050028,전자상가,전통시장,대구광역시 북구 산격동 1626,대구광역시 북구 유통단지로 25,대구,북구,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,N
a53050016,서변중앙시장,전통시장,대구광역시 북구 서변동 1751,대구광역시 북구 호국로43길 27,대구,북구,N,,Y,N,Y,N,N,Y,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,Y,Y,N
a53050003,대구능금시장,전통시장,대구광역시 북구 칠성동1가 234-9,대구광역시 북구 칠성남로 197-15,대구,북구,Y,,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y
a53050004,대구청과시장,전통시장,대구광역시 북구 칠성동1가 276-102,대구광역시 북구 칠성시장로 34,대구,북구,Y,N,N,N,N,N,Y,N,N,N,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y
a53050009,삼성시장,전통시장,대구광역시 북구 칠성동1가 276-108,대구광역시 북구 칠성시장로 42,대구,북구,Y,N,Y,N,Y,N,N,Y,N,N,Y,N,N,N,N,Y,Y,N,N,N,Y,Y,Y
a53050010,칠성시장,전통시장,대구광역시 북구 칠성동1가 276-163,대구광역시 북구 칠성남로 229,대구,북구,Y,N,N,Y,Y,N,N,Y,N,N,Y,N,N,Y,N,Y,Y,N,N,Y,Y,Y,Y
a53050021,칠성진시장,전통시장,대구광역시 북구 칠성동1가 89,대구광역시 북구 칠성시장로 19,대구,북구,N,,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,Y,Y,Y,Y
a53050029,칠성본시장,전통시장,대구광역시 북구 칠성동1가 97-1,대구광역시 북구 칠성시장로 15-1,대구,북구,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,Y
a53050031,칠성상가시장,전통시장,대구광역시 북구 칠성동1가 150-2,대구광역시 북구 칠성남로 230,대구,북구,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,Y,Y
a53050030,칠성전자주방시장,전통시장,대구광역시 북구 칠성동2가 409-711,대구광역시 북구 칠성시장로 73-1,대구,북구,N,,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y
a53050014,중앙시장,전통시장,대구광역시 북구 태전동 156-1,대구광역시 북구 태전로 15,대구,북구,Y,N,Y,N,Y,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,Y,Y,Y,Y,N
a53050015,칠곡시장,전통시장,대구광역시 북구 읍내동 1201-1,대구광역시 북구 칠곡중앙대로 526,대구,북구,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y
a53060001,청구시장,전통시장,대구광역시 수성구 만촌동 984-1,대구광역시 수성구 만촌로 66 만촌동,대구,수성구,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N
a53060015,수성현대시장,전통시장,대구광역시 수성구 수성1가 649-76,대구광역시 수성구 신천동로 280 수성동1가,대구,수성구,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
a53060004,동성시장,전통시장,대구광역시 수성구 수성2가 39-1,대구광역시 수성구 수성2가 39-1 수성동2가,대구,수성구,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
a53060013,수성시장,전통시장,대구광역시 수성구 수성2가 39-3,대구광역시 수성구 들안로 285-56 수성동2가,대구,수성구,N,,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N
a53060017,태백시장,전통시장,대구광역시 수성구 수성2가 39-4,대구광역시 수성구 수성2가 39-4 수성동2가,대구,수성구,Y,,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N
a53060021,신매시장,전통시장,대구광역시 수성구 신매동576-2,대구광역시 수성구 신매로16길 24-4 신매동,대구,수성구,Y,,Y,N,Y,N,N,Y,N,N,N,N,N,Y,N,Y,Y,Y,N,N,Y,Y,Y
a53060016,지산목련시장(지산종합시장),전통시장,대구광역시 수성구 지산동 1199-10,대구광역시 수성구 용학로42길 9 지산동,대구,수성구,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N
a53060018,황금시장,전통시장,대구광역시 수성구 황금동 746,대구광역시 수성구 청솔로 19 황금동,대구,수성구,N,,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,N,N,Y,Y,N,Y,N
a53070010,서남시장,전통시장,대구광역시 달서구 감삼동 55-5,대구광역시 달서구 달구벌대로 329길 17,대구,달서구,Y,N,Y,N,Y,N,Y,N,N,N,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,N
a53070011,서남신시장,전통시장,대구광역시 달서구 감삼동 62-4,대구광역시 달서구 달구벌대로329길 10,대구,달서구,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y
a53070021,월성청구시장,전통시장,대구광역시 달서구 학산로 17,대구광역시 달서구 월성2동 89-2,대구,달서구,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,Y,N
a53070023,대곡시장,전통시장,대구광역시 달서구 도원동 1432,대구광역시 달서구 도원로24,대구,달서구,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N
a53070024,도원시장,전통시장,대구광역시 달서구 도원동 1437-1,대구광역시 달서구 도원동길 8,대구,달서구,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N
a53070012,서대구시장,전통시장,대구광역시 달석구 두류1동 1216-1,대구광역시 달석구 명덕로2길 30,대구,달서구,Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N
a53070018,신내당시장,전통시장,대구광역시 달서구 두류3동 486-1,대구광역시 달서구 야외음악당로39길 62,대구,달서구,N,,N,Y,Y,N,N,N,N,N,Y,N,N,Y,N,Y,N,N,N,Y,N,N,N
a53070031,대구예전우시장,전통시장,대구광역시 달서구 두류동 136-6,대구광역시 달서구 야외음악당로47길 111,대구,달서구,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N
a53070015,달서송림시장,전통시장,대구광역시 달서구 본동 225-1,대구광역시 달서구 구마로 176,대구,달서구,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N
a53070028,보성은하상가,전통시장,대구광역시 달서구 상인1동42,대구광역시 달서구 월곡로 320,대구,달서구,N,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,N,N
a53070030,상인영남화성상가,전통시장,대구광역시 달서구 상인1동1517,대구광역시 달서구 상인서로 76,대구,달서구,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N
a53070007,대동시장,전통시장,대구광역시 달서구 상인2동 1472-1,대구광역시 달서구 상원로 22-24,대구,달서구,Y,,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,Y,Y,N
a53070026,상원시장,전통시장,대구광역시 달서구 상인동 1582-4,대구광역시 달서구 상인로9,대구,달서구,Y,,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N
a53070008,두류종합시장,전통시장,대구광역시 달서구 성당동 704-5,대구광역시 달서구 당산동길 9,대구,달서구,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y
a53070033,두류신시장,전통시장,대구광역시 달서구 성당동 706-21,대구광역시 달서구 당산동길 27,대구,달서구,N,,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N
a53070017,월촌역시장,전통시장,대구광역시 달서구 송현동 1948-3,대구광역시 달서구 송현로12안길 38,대구,달서구,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y
a53070022,성서와룡시장,전통시장,대구광역시 달서구 신당동 1788-3,대구광역시 달서구 성서대로 69길 7,대구,달서구,Y,,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
a53070027,성서용산시장,전통시장,대구광역시 달서구 용산동 421-1,대구광역시 달서구 성지로 66-1,대구,달서구,Y,,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,N
a53310006,용산종합큰시장,전통시장,대구광역시 달서구 용산동 933,대구광역시 달서구 달구벌대로 301길 187-11,대구,달서구,Y,,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N
a53070029,성서보성화성상가,전통시장,대구광역시 달서구 이곡동 1191번지 보성화성상가,대구광역시 달서구 이곡동 계대동문로 99,대구,달서구,N,Y,N,N,Y,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,Y,Y,N,N,N
a53070019,월배시장,전통시장,대구광역시 달서구 진천동 241-3,대구광역시 달서구 월배로24길 13,대구,달서구,Y,,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N
a53070032,월배신시장,전통시장,대구광역시 달서구 진천동 239-23,대구광역시 달서구 월배로28안길 54,대구,달서구,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y
a53070003,달서시장,전통시장,대구광역시 달서구 본리동 145-2 -5번지,대구광역시 달서구 당산로 27 35,대구,달서구,Y,N,Y,Y,Y,N,N,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,Y,Y,Y,N
a53310007,논공중앙시장,전통시장,대구광역시 달성군 논공읍 북리 824-26,대구광역시 달성군 논공읍 용호로2길 12,대구,달성군,Y,,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y
a53310004,현풍백년도깨비시장,전통시장,대구광역시 달성군 현풍읍 원교리 12-5,대구광역시 달성군 현풍읍 현풍로 6길 5,대구,달성군,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,N,N,Y,Y,Y,N,Y,Y,Y,Y
a53310005,화원시장,전통시장,대구광역시 달성군 화원읍 천내리 892-1,대구광역시 달성군 화원읍 화원읍 비슬로512길 66,대구,달성군,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y
a54310001,군위전통시장,전통시장,경상북도 군위군 군위읍 서부리 18-1,대구광역시 군위군 군위읍 중앙6길 4-1,대구,군위군,Y,,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,Y,N,Y,N
a54310004,의흥시장,전통시장,경상북도 군위군 의흥면 읍내리 594-1,대구광역시 군위군 의흥면 읍내5길 7,대구,군위군,N,,Y,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,N,N,N,Y,N,N,N
a32010003,신흥시장,전통시장,인천광역시 중구 선화동 29-10,인천광역시 중구 도원로 15-1,인천,중구,Y,,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N
a32010002,신포시장,전통시장,인천광역시 중구 우현로 신포동 3-2,인천광역시 중구 우현로49번길 11-5,인천,중구,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N
a32010001,인천종합어시장,전통시장,인천광역시 중구 항동7가 27-69,인천광역시 중구 연안부두로 33번길 37,인천,중구,Y,N,Y,Y,Y,N,Y,N,Y,N,N,N,N,Y,N,Y,Y,N,Y,Y,Y,Y,N
a32080006,정서진중앙시장,전통시장,인천광역시 서구 가정동 505,인천광역시 서구 원창로239번길 11,인천,서구,Y,,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y
